Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
0.0,-1.0,0.25,0.0,-0.022828854570197954,-861.3154713005592,-0.40224134483955415,-0.660222218586683,0.0,-0.5601738082058599,0.0,-0.08488895004324681,0.0,0.0,0.0
0.0,-0.9130434782608695,0.25,0.0,0.0002479826517614889,-4.442245841879338,-0.3405788012225379,-0.6659131894573344,0.0,-0.7049219936976816,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
0.0,-0.8260869565217391,0.25,0.0,0.00036067688491948246,-0.2577611948749257,-0.25814882971814246,-0.6703476443870489,0.0,-0.7488510842853414,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
0.0,-0.7391304347826086,0.25,0.0,0.0003502603615009612,-0.6445403680279612,-0.0595698279110145,-0.6662312906723098,0.0,-0.7741733074097721,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
0.0,-0.6521739130434783,0.25,0.0,-0.1481991368542823,-5516.478443774058,0.2947219662875012,-0.6360436723772304,0.0,-0.8001553874786651,0.0,-0.08488895004324681,-1.0,6.394884621840925e-15,0.0
0.0,-0.5652173913043478,0.25,0.0,-0.28209261126626545,-10488.1187159567,0.6064013176196824,-0.5165373951953682,0.0,-0.8001553874786651,0.0,-0.08488895004324681,-1.0,6.394884621840925e-15,0.0
0.0,-0.4782608695652174,0.25,0.0,-0.5934036077967411,232.2009111279071,0.8237842580553807,-0.21351912003679163,4.379142991501225,-0.5553147895404498,0.0,-0.024866362310780946,-1.0,-0.5999999999999872,0.0
0.0,-0.391304347826087,0.25,0.0,-1.9711306109735003,1061.3693892106182,1.6842065104160722,0.06874967115434391,0.0,-0.3660252003750062,0.0,0.1314522532205361,-1.0,-2.000000000000006,0.0
0.0,-0.30434782608695654,0.25,0.0,-1.999357858159405,13.254688336606408,1.6622354424585035,0.4293066515185989,14.834217317648863,0.2153673133681062,0.0,0.44108047294236347,-1.0,-2.000000000000006,0.0
0.0,-0.21739130434782608,0.25,0.0,-1.9997102442314838,0.1701314155402293,1.5768603998527406,0.7406786302251938,14.505773323021764,0.40313990703344504,0.0,0.8668059647146422,-1.0,-2.000000000000006,0.0
0.0,-0.13043478260869565,0.25,0.0,-1.9997154115634161,-0.021738394277066947,1.4993978144406608,1.383603225408982,3.4789717482866966,0.2063255085592333,0.0,1.2536650554111626,-1.0,-2.000000000000019,0.0
0.0,-0.043478260869565216,0.25,0.0,-1.9997162175655125,-0.05166630945997756,1.3965027319522991,0.9962746151705506,3.975080273796853,0.2558265327854297,0.0,1.5001432188154642,-2.0,-2.000000000000006,0.0
0.0,0.043478260869565216,0.25,0.0,-1.999714308599241,0.019216111559094043,1.2613421469923238,0.7108707358547001,0.0,0.41107490861178775,0.0,1.5353711528333303,-1.0,-2.000000000000006,0.0
0.0,0.13043478260869565,0.25,0.0,-1.9997116822253047,0.11673681892784393,1.0981495967017014,0.4401495178141079,0.0,0.610957784260006,0.0,1.5433319723038517,-1.0,-1.9999999999999936,0.0
0.0,0.21739130434782608,0.25,0.0,-1.9997067944224558,0.2982273482935107,0.9268888118716608,-0.009308251566908156,0.0,0.778827085951058,0.0,1.4434469431608994,-2.0,-2.000000000000006,0.0
0.0,0.30434782608695654,0.25,0.0,-1.9997062792408253,0.3173567177642348,0.7487214130921892,0.1837780117727111,7.950011750393877,1.0160357554032857,0.0,1.2260886749923146,-1.0,-2.000000000000006,0.0
0.0,0.391304347826087,0.25,0.0,-1.9997112839223243,0.1315263308660492,0.550430640518378,0.0,0.0,1.1377456088458622,0.0,0.9135966129320192,-1.0,-1.9999999999999936,0.0
0.0,0.4782608695652174,0.25,0.0,-0.018010475364786786,-682.402733324029,-0.638105521759078,-0.06584560003853832,0.0,0.6737508344917632,0.0,0.501126407290612,-1.0,6.394884621840925e-15,0.0
0.0,0.5652173913043478,0.25,0.0,0.0001294285615877957,-8.84431466335046,-0.6607878937318599,0.27726904897570726,0.0,0.45952511169136506,0.0,0.07462966413791655,-1.0,0.0,0.0
0.0,0.6521739130434783,0.25,0.0,0.0003650406126993907,-0.09573026072435227,-0.6832873689465913,0.373167321389626,0.0,0.18202119397160943,0.0,-0.08488895004324681,0.0,1.278976924368185e-14,0.0
0.0,0.7391304347826086,0.25,0.0,0.0003674613320024665,-0.005845778605492041,-0.670908204329281,0.5385158642353342,0.0,0.0837323955551588,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
0.0,0.8260869565217391,0.25,0.0,0.00036785062050989376,0.008609014365690946,-0.6336920670527806,0.759339065454794,11.925050242200482,0.03283520257744226,0.0,-0.08488895004324681,0.0,0.0,0.0
0.0,0.9130434782608695,0.25,0.0,0.00037027577535988214,0.0986581939200467,-0.6124912612213528,0.37684555991498914,15.202334264780584,0.2798456292586606,0.0,-0.08488895004324681,0.0,0.0,0.0
0.0,1.0,0.25,0.0,-0.8767827502632268,849.8143383770387,-0.14998813639485495,-0.46710852790817947,23.309090823865866,0.5891032518577871,0.0,-0.08488895004324681,0.0,-0.8999999999999968,0.0
0.0,-1.0,0.5,0.0,-0.998015822778413,61.55557844220594,-0.040129582789886924,-0.660222218586683,0.0,-0.1824674397558216,0.0,-0.08488895004324681,0.0,-0.9999999999999936,0.0
0.0,-0.9130434782608695,0.5,0.0,-0.9996322172518762,1.5367321519412858,0.035814299965218614,-0.6659131894573344,0.0,-0.42667891136750336,0.0,-0.08488895004324681,0.0,-0.9999999999999936,0.0
0.0,-0.8260869565217391,0.5,0.0,-0.9997275106040663,-2.0016349678903222,0.22000870370608175,-0.6703476443870489,0.0,-0.5292897397248156,0.0,-0.08488895004324681,0.0,-0.9999999999999936,0.0
0.0,-0.7391304347826086,0.5,0.0,-0.10032198858861258,-25.45296103690736,-0.15949725941041218,-0.6662312906723098,11.863128239262997,-0.7140682856678778,0.0,-0.08488895004324681,0.0,-0.09999999999998402,0.0
0.0,-0.6521739130434783,0.5,0.0,4.3201570952353737e-05,-12.046035890665062,0.1320656209998733,-0.6360436723772304,0.0,-0.7567424781940817,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
0.0,-0.5652173913043478,0.5,0.0,-0.8718954158849757,1031.2874723385353,0.9249872673728335,-0.5165373951953682,0.0,-0.6160064274548398,0.0,-0.08488895004324681,0.0,-0.8999999999999968,0.0
0.0,-0.4782608695652174,0.5,0.0,-0.5029917402056746,-123.97208194733385,0.7954997176890639,-0.4615327248022238,0.0,-0.6509887213911979,0.0,-0.015193579402823091,0.0,-0.4999999999999968,0.0
0.0,-0.391304347826087,0.5,0.0,0.00014927216769178541,-8.107495549100527,0.617589466122293,0.06874967115434391,0.0,-0.5917196805505124,0.0,0.23552993706572248,0.0,0.0,0.0
0.0,-0.30434782608695654,0.5,0.0,-0.5952087692188274,165.17290051537947,0.979772540432885,0.790372667969989,0.0,-0.3100020399897295,0.0,0.6226740156529598,0.0,-0.5999999999999872,0.0
0.0,-0.21739130434782608,0.5,0.0,-0.9974707869464854,81.79347355837649,1.1533344078224697,1.0858469007169351,0.0,-0.04290003532765627,0.0,1.019450521285488,0.0,-1.0000000000000129,0.0
0.0,-0.13043478260869565,0.5,0.0,-0.9996657438011926,0.29184741522705526,1.0486773925669495,1.1131717574729414,0.0,0.11120418179379102,0.0,1.2969837169839287,0.0,-1.0000000000000129,0.0
0.0,-0.043478260869565216,0.5,0.0,-0.9996590288493924,0.5411823802807726,0.8227081441352836,1.0409876608861728,0.0,0.2672716677453472,0.0,1.452619979819445,0.0,-1.0000000000000129,0.0
0.0,0.043478260869565216,0.5,0.0,-0.9996739657118364,-0.013442909113920858,0.6863400176241529,0.7108707358547001,0.0,0.4168027411963619,0.0,1.505917387002928,0.0,-0.9999999999999872,0.0
0.0,0.13043478260869565,0.5,0.0,-0.9996717711956157,0.06804235666058375,0.5325413630616829,0.4401495178141079,0.0,0.6045942369137399,0.0,1.5088720876573694,0.0,-1.0000000000000129,0.0
0.0,0.21739130434782608,0.5,0.0,-0.9996683490359857,0.19511163030557693,0.3688662441123459,0.30042515529841296,7.908638914250934,0.8529727278385416,0.0,1.4140516391310245,0.0,-0.9999999999999936,0.0
0.0,0.30434782608695654,0.5,0.0,-1.7795731294052568,4460.865669876114,0.609963288565735,0.5064549534751221,0.0,1.291331690143399,0.0,1.1986282264387254,0.0,-1.8999999999999968,0.0
0.0,0.391304347826087,0.5,0.0,-1.988832673911691,404.0685805586261,0.49302276328209627,0.3379352296060901,7.908662922642738,1.5669826883741085,0.0,0.8890111884997667,0.0,-2.000000000000006,0.0
0.0,0.4782608695652174,0.5,0.0,-0.019516982185237314,-738.3413069679691,-0.7087143926848861,0.3082175308325101,0.0,1.024065265632561,0.0,0.48711765820223735,0.0,0.0,0.0
0.0,0.5652173913043478,0.5,0.0,0.00014164442577459274,-8.390723608330843,-0.7864423861146828,0.3672983906672925,3.9543741848477874,0.5924247652600629,0.0,0.07262991758576846,0.0,6.394884621840925e-15,0.0
0.0,0.6521739130434783,0.5,0.0,-1.974704251741386,928.6754215777903,0.180119814228337,-0.09771118891687355,0.0,0.7785185262128423,0.0,-0.08488895004324681,0.0,-2.000000000000019,0.0
0.0,0.7391304347826086,0.5,0.0,-2.2964049487980374,123.35927791235885,0.27304224762227985,-0.6072273887309041,0.0,0.6541005233904672,0.0,-0.08488895004324681,0.0,-2.2999999999999905,0.0
0.0,0.8260869565217391,0.5,0.0,-2.39834955644285,51.30651053562569,0.283626268288391,-0.6214691682460093,3.9543737720631675,0.4670140066173316,0.0,-0.08488895004324681,0.0,-2.400000000000019,0.0
0.0,0.9130434782608695,0.5,0.0,-0.7118064090716107,-450.9661664724865,-0.5789699840580196,-0.6345264645752268,3.954368743953705,-0.2368744330268146,0.0,-0.08488895004324681,0.0,-0.699999999999984,0.0
0.0,1.0,0.5,0.0,-0.0017691649549776275,-79.34158145680783,-0.8880352317146644,-0.6515993771871802,0.0,-0.4913924209196921,0.0,-0.08488895004324681,0.0,1.278976924368185e-14,0.0
0.0,-1.0,0.75,0.0,0.00034407506357099726,-0.8742085906139042,-0.8382557899920929,-0.660222218586683,0.0,-0.5436875090131769,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
0.0,-0.9130434782608695,0.75,0.0,0.0003488478504207291,-0.6969887565863017,-0.7305933890630475,-0.6659131894573344,0.0,-0.577565408455991,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
0.0,-0.8260869565217391,0.75,0.0,0.00036571259974496194,-0.07077850034459096,-0.6895958888808099,-0.6703476443870489,0.0,-0.6075330757353802,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
0.0,-0.7391304347826086,0.75,0.0,0.00034899190610374373,-0.6916397801835501,-0.5731082401985054,-0.6662312906723098,0.0,-0.6355099402032508,0.0,-0.08488895004324681,0.0,6.394884621840925e-15,0.0
