Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating),Electricity Pricing [$/kWh],6h Prediction Electricity Pricing [$/kWh],12h Prediction Electricity Pricing [$/kWh],24h Prediction Electricity Pricing [$/kWh],Outdoor Drybulb Temperature (C),Outdoor Relative Humidity (%),Diffuse Solar Radiation (W/m2),Direct Solar Radiation (W/m2),6h Outdoor Drybulb Temperature (C),12h Outdoor Drybulb Temperature (C),24h Outdoor Drybulb Temperature (C),6h Outdoor Relative Humidity (%),12h Outdoor Relative Humidity (%),24h Outdoor Relative Humidity (%),6h Diffuse Solar Radiation (W/m2),12h Diffuse Solar Radiation (W/m2),24h Diffuse Solar Radiation (W/m2),6h Direct Solar Radiation (W/m2),12h Direct Solar Radiation (W/m2),24h Direct Solar Radiation (W/m2),kg_CO2/kWh
0.0,-1.0,0.25,0.0,-0.6370339393290946,-194.51147034374887,0.5379731748359174,-0.2775549465708508,0.2547810471930843,-0.8805035871654908,0.0,-0.0848889500432468,0.0,-0.5751633986928065,0.0,0.0,0.0,1.0,0.0,-0.4358243011979464,0.2889411764705882,-0.4177442006876846,-0.1953667953667953,-0.4135547805578441,1.155773796167353,-0.092538236064423,0.2320174420318481,-0.536133677702951,0.5993131099572097,-0.032602277904483,0.3498614758913308,-0.3607583473366008,0.0550669245903822,1.6790744484156697,-0.2013186635595119,-0.8375037981337353
0.0,-0.9130434782608696,0.25,0.0,-1.0460088714850406,19.695753415606223,1.0169645086664778,-0.3452676086858035,0.7290749796499278,-0.7201896343228121,0.0,-0.0848889500432468,0.0,-1.0457516339869208,0.0,0.0,1.0,1.0,0.0,-0.5031374786081004,0.4668235294117647,-0.4177442006876846,-0.1953667953667953,-0.1652191268717576,1.14442799369198,-0.5722549290694987,0.5802557823525337,-0.6344586117954933,0.9035421086300356,0.1289388017033424,0.1714645705718781,-0.3607583473366008,0.3445689817227082,1.3219444641958211,-0.2013186635595119,-1.130547697810676
0.0,-0.8260869565217391,0.25,0.0,-1.0515389462953415,1.308747598357833,1.0362746646598062,-0.3815918103508873,0.2608308613491321,-0.7253436552555758,0.0,-0.0848889500432468,0.0,-1.0457516339869226,0.0,0.0,1.0,1.0,0.0,-0.5225328009127213,0.5727058823529412,-0.4177442006876846,-0.1953667953667953,0.0956534912011756,1.2420374689993177,-0.5553962419460471,-0.0749648248983856,-0.8284733597773417,0.1735817886458818,1.3631131823217286,0.1303594976164784,-0.3607583473366008,0.1534502559072475,1.6191202635870676,-0.2013186635595119,-1.324786924667994
0.0,-0.7391304347826086,0.25,0.0,-1.0519223148846275,0.0340812108034732,1.0766811967420564,-0.404119579074815,0.0,-0.7807133372904802,0.0,-0.0848889500432468,0.0,-1.0457516339869226,0.0,0.0,1.0,135.1818181818194,0.0,-0.5259555048488305,0.6258823529411762,-0.4177442006876846,-0.1953667953667953,0.2884059786718392,1.451589420463405,-0.2009275130581994,-0.3245940245803365,-0.7950593413884504,0.8810171309787658,1.2869962488269042,0.2742155215045163,-0.3607583473366008,0.6489767407262568,1.375305357405027,-0.2013186635595119,-1.3608042459024752
0.0,-0.6521739130434783,0.25,0.0,-1.0519291902017054,0.0112213943564454,1.1326091430772025,-0.3249512983058898,0.0,-0.8602654635591317,0.0,-0.0848889500432468,0.0,-1.0457516339869226,0.0,0.0,1.0,135.1818181818194,0.0,-0.5305191100969768,0.6536470588235294,-0.4177442006876846,-0.1953667953667953,0.6073198738722211,1.3086690596143595,-0.4607269926090559,-0.5461409250123396,-0.7548530291807688,1.0201361566734206,1.4515579130625562,0.0836783915582407,-0.3607583473366008,0.8401880167585413,1.533942241787266,-0.2013186635595119,-1.2571955984661942
0.0,-0.5652173913043478,0.25,0.0,-1.0519286904602223,0.012882990237103,1.2377856937420626,-0.3348106006703592,1.5320792546525228,-0.7814579020666779,0.0,-0.0848889500432468,0.0,-1.0457516339869226,0.0,0.0,1.0,135.1818181818194,0.0,-0.5282373074729034,0.6581176470588234,-0.4177442006876846,-0.1953667953667953,0.9086585979514592,1.1917153916776548,-0.3723524570586277,-0.4646304376189297,-0.7927383462986398,1.0201361566734206,0.495021806817469,0.0206195372431014,-0.3607583473366008,1.471683634319468,0.6708457340308032,-0.2013186635595119,-1.0924928185877731
0.0,-0.4782608695652174,0.25,0.0,-1.0519314504724473,0.0037061956099927,1.2662009973529522,0.0203840491306697,4.1446989739563085,-0.825730559638846,0.0,-0.0248663623107809,-1.0,-1.0457516339869226,0.0,0.0,1.0,1.0,0.0,-0.399315459212778,0.4919999999999998,-0.0549179137004212,0.0514391014391014,0.963336167929942,0.7213029259434088,-0.4543640791979576,-0.5814745829460324,-0.820785881285099,0.3636308702288561,0.5060562759500135,-0.1357193959316204,0.0609805915354932,1.0880934070277049,0.2444589829338406,0.1552390111513277,-0.9418550684864596
0.0,-0.391304347826087,0.25,0.0,-0.9997043232046936,-1.236019708439945,1.248626945416705,-0.0145990781619815,0.0,-0.7888018959066668,0.0,0.1314522532205361,-1.0,-0.9934640522875748,0.0,1.0,1.0,1.0,0.0,-0.1756988020536222,0.2183529411764705,0.169273733998418,0.2752018252018252,1.1994104745439471,0.579101571468482,-0.1214527553046629,-0.8462067298516538,-0.1764478976411556,0.1042718561010972,0.2526770617310357,-0.404758813624224,0.9067149478210588,1.4797520587220423,-0.1840802128950648,0.5723741509239237,-0.7092271995628779
0.0,-0.3043478260869565,0.25,0.0,-0.7917668000993007,-9.423365110824044,0.978496524764548,0.2749778318630463,15.168315907699489,0.4488637809841942,0.0,0.4410804729423634,-1.0,-0.7843137254901873,0.0,1.0,1.0,1.0,0.0,0.0935539075869937,-0.0595294117647059,0.9951410076355596,0.151035451035451,1.2650440792884186,0.1646490062308435,0.2824180532248355,-0.9773158555106204,-0.6593800681003618,0.1470899335042069,0.4257904600953182,-0.404758813624224,0.622868406505893,1.632137098908207,-0.1840802128950648,1.0014207603402403,-0.3898481552307942
0.0,-0.217391304347826,0.25,0.0,-0.5574383786419685,-104.753594632389,0.7037192887551291,-0.0251739994851892,0.9855722318704836,-0.2676403614758866,0.0,0.8668059647146422,-2.0,-0.5228758169934621,0.0,1.0,135.1818181818194,1.0,0.0,0.3628066172276097,-0.2992941176470587,1.3786301192955268,0.5158125658125658,1.2590751504255393,0.040369060847325,0.5690402250807135,-0.8700967368097372,0.0967071785153911,-0.7410027970447788,0.4680811126795789,-0.404758813624224,0.6344103329670733,1.328409630400525,-0.1840802128950648,1.4246898812812625,-0.4539761191021761
0.0,-0.1304347826086956,0.25,0.0,-0.0177136792544961,-59.11976558539249,0.1287826868967798,-0.0386759841895507,0.0,-0.6359224683836144,0.0,1.2536650554111626,-2.0,-8.359326303059974e-15,0.0,1.0,135.1818181818194,0.0,0.0,0.6149458071876779,-0.496235294117647,1.7058130337223756,0.7522288522288524,1.3263012986372071,-0.1054841420983855,0.7752589738710182,-0.8119705089890035,-0.2257612310589114,-0.8057722269206774,0.2936837489165865,-0.404758813624224,0.7911999278818455,1.0494156611909256,-0.1840802128950648,1.241113237899822,-0.0244687173779931
0.0,-0.0434782608695652,0.25,0.0,4.2771323887044725e-06,-0.209139901166662,0.1014403351160039,-0.0331476383038291,7.578624279801124,0.0793045851959171,0.0,1.5001432188154642,-2.0,-3.3437305212239898e-15,0.0,1.0,135.1818181818194,0.0,0.0,0.8465487735310893,-0.644705882352941,0.3081020872681486,1.3386977886977889,1.0330158152679465,-0.2918289649437795,0.970875328011237,-0.9965112400114954,-0.0993891584651194,-0.6382820235664987,0.0916823384915062,-0.404758813624224,1.105023107034653,0.8728037144794792,-0.1840802128950648,1.864380310128044,0.4161794870232068
0.0,0.0434782608695652,0.25,0.0,6.685301185704398e-05,-0.0010806796895447,0.0759995638583855,-0.0116913681904493,1.0363647567861347,0.002464012515482,0.0,1.5353711528333305,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0302338847689672,-0.7536470588235293,0.3689282773984212,1.2865215865215864,0.9630214476325148,-0.3137219358161178,1.20926946539285,-0.6444718696140739,0.5346087776765598,-0.8927698596191702,-0.013580798765388,-0.404758813624224,0.3492901812425875,0.5097766941384246,-0.1840802128950648,1.1196550201580149,0.4761959828620274
0.0,0.1304347826086956,0.25,0.0,6.716993590641333e-05,-2.6935480225393528e-05,0.0348086681802279,-0.28161343395903,0.0,0.2131111708837668,0.0,1.5433319723038517,-3.0,1.6718652606119949e-15,0.0,1.0,1.0,0.0,0.0,1.164860239589275,-0.8329411764705882,0.3373528984454453,1.3144787644787643,0.4465252787321303,-0.3347785870746555,1.1901407182786796,-0.4018559156256415,0.5500641754514497,-0.666885333171689,-0.4041600749686056,-0.404758813624224,0.6782612786231268,-0.209155915255814,-0.1840802128950648,0.8016371540849873,0.4188308043819694
0.0,0.217391304347826,0.25,0.0,7.055402499676936e-05,0.0112248591021148,-0.0125366635204124,-0.2806350710041843,1.0363328821576403,0.5815415550275896,0.0,1.4434469431608994,-3.0,1.6718652606119949e-15,0.0,1.0,1.0,0.0,0.0,1.234455219623502,-0.8771764705882352,0.3190146415484204,1.2997367497367498,0.2657681459545047,-0.3887871421890011,1.1723962877115426,-0.4021490325936764,0.2667737637503634,-1.0244776608486474,-0.4041600749686056,-0.404758813624224,0.6469745374053134,-0.209155915255814,-0.1840802128950648,0.8331366945673512,0.3018139275889115
0.0,0.3043478260869565,0.25,0.0,6.879067499910187e-05,0.0053618775372774,-0.0718242950815093,0.0,4.671588906869181,1.3568565837557014,0.0,1.2260886749923146,-2.0,1.6718652606119949e-15,0.0,135.1818181818194,1.0,0.0,0.0,1.2606959498003425,-0.9110588235294116,0.2745249971750044,1.2352930852930857,0.2332756677214613,-0.3979089609143711,1.2904898064613612,-0.1971110388068725,0.1799997712066578,-0.7138674516824047,-0.4041600749686056,-0.404758813624224,0.3088143507988869,-0.209155915255814,-0.1840802128950648,1.126912192758379,0.1806244061548098
0.0,0.391304347826087,0.25,0.0,-0.4083949535990193,41.021971010572685,0.2472295652218187,-0.2630366133673958,2.0727404830140914,1.9641625137994163,0.0,0.9135966129320192,-3.0,-0.418300653594765,0.0,135.1818181818194,0.0,0.0,0.0,1.218482601254991,-0.9183529411764704,0.2279044990072158,1.106739206739207,-0.0043439740536292,-0.530306410454666,1.3973972740512708,-0.1507494781314825,0.1908817084539791,-1.071166512583309,-0.4041600749686056,-0.404758813624224,0.2746312971272013,-0.209155915255814,-0.1840802128950648,1.5826070849109126,0.0115912510394648
0.0,0.4782608695652174,0.25,0.0,0.515125451274011,-36.379839244648174,-0.713917771629875,2.1212708031387097,0.0,0.7283292603407399,0.0,0.501126407290612,-1.0,0.5228758169934671,0.0,135.1818181818194,0.0,0.0,0.0,1.0998288648031942,-0.8861176470588233,0.1308537943726088,0.872955422955423,-0.1863830267400816,-0.6176963243828909,1.0407466201209787,0.0965259857481518,0.2034798891232941,-1.0005840040852552,-0.4041600749686056,-0.404758813624224,0.3682668404060759,-0.209155915255814,-0.1840802128950648,0.8820259895883444,-0.1452896523548824
